"WONUM","STATUS","STATUSDATE","ZZCREATEDATE","LOCATION","DESCRIPTION","FAILURECODE","PROBLEMCODE","JPNUM","ZZREQNUM","FIRSTAPPRSTATUS","ZZLEADPOSSIBLE","ZZLEAD","ZZSUBWORKTYPE","ZZWORKOWNER","PARENT","PARENTSTATUS","PARENTSTATUSDATE","PARENTCRAFT","PARENTFC","PARENTPC"
"62863942",WTSCH,2018-11-14 11:56:22.000,2018-11-14 11:56:22.000,"038.05.005.F12.12E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61379120",CLOSE,2018-11-14 20:39:18.000,VENDOR,,
"62864876",WTSCH,2018-11-14 12:33:52.000,2018-11-14 12:33:52.000,"038.12.012.F10.10B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61381348",CLOSE,2018-11-14 20:55:11.000,VENDOR,,
"62865127",WTSCH,2018-11-14 12:44:26.000,2018-11-14 12:44:26.000,"038.02.014.F07.07E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61380250",CLOSE,2018-11-14 21:00:30.000,VENDOR,,
"62865150",WTSCH,2018-11-14 12:45:00.000,2018-11-14 12:45:00.000,"038.05.005.F05.05D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61378568",CLOSE,2018-11-14 20:56:28.000,VENDOR,,
"62865157",WTSCH,2018-11-14 12:45:09.000,2018-11-14 12:45:09.000,"038.05.005.F05.05B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61378987",CLOSE,2018-11-14 20:35:53.000,VENDOR,,
"62867450",WTSCH,2018-11-14 14:14:19.000,2018-11-14 14:14:19.000,"038.04.004.F08.08B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61378027",CLOSE,2018-11-14 20:30:15.000,VENDOR,,
"62869129",WTSCH,2018-11-14 15:26:12.000,2018-11-14 15:26:12.000,"038.09.009.F07.07G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFCU6,DEV038,"61379582",CLOSE,2018-11-14 20:38:47.000,VENDOR,,
"62869698",WTSCH,2018-11-14 15:53:41.000,2018-11-14 15:53:41.000,"038.09.009.F10.10C",Generic Vendor Work Plan ten. #917-667-7209,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61379321",CLOSE,2018-11-14 21:09:53.000,VENDOR,,
"62869707",WTSCH,2018-11-14 15:54:11.000,2018-11-14 15:54:11.000,"038.09.009.F07.07F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61379670",CLOSE,2018-11-14 21:05:47.000,VENDOR,,
"62871094",WTSCH,2018-11-14 17:37:27.000,2018-11-14 17:37:27.000,"038.02.014.F03.03E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61380685",CLOSE,2018-11-14 20:58:03.000,VENDOR,,
"62871499",WTSCH,2018-11-14 18:19:54.000,2018-11-14 18:19:54.000,"038.04.004.F13.13D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61378134",CLOSE,2018-11-14 20:56:23.000,VENDOR,,
"62875369",WTSCH,2018-11-15 08:34:41.000,2018-11-15 08:34:41.000,"038.11.011.F11.11A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384283",CLOSE,2018-11-15 20:48:03.000,VENDOR,,
"62876415",WTSCH,2018-11-15 09:14:42.000,2018-11-15 09:14:42.000,"038.03.003.F14.14B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386364",CLOSE,2018-11-15 20:35:06.000,VENDOR,,
"62876703",WTSCH,2018-11-15 09:24:27.000,2018-11-15 09:24:27.000,"038.03.003.F07.07F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386475",CLOSE,2018-11-15 20:52:33.000,VENDOR,,
"62877400",WTSCH,2018-11-15 09:46:13.000,2018-11-15 09:46:13.000,"038.03.003.F14.14H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386547",CLOSE,2018-11-15 20:27:22.000,VENDOR,,
"62877639",WTSCH,2018-11-15 09:53:24.000,2018-11-15 09:53:24.000,"038.03.003.F14.14C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386618",CLOSE,2018-11-15 20:56:53.000,VENDOR,,
"62877723",WTSCH,2018-11-15 09:55:53.000,2018-11-15 09:55:53.000,"038.01.001.F14.14H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383127",CLOSE,2018-11-15 20:35:17.000,VENDOR,,
"62877802",WTSCH,2018-11-15 09:58:52.000,2018-11-15 09:58:52.000,"038.07.007.F05.05C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61385093",CLOSE,2018-11-15 20:50:52.000,VENDOR,,
"62877841",WTSCH,2018-11-15 09:59:57.000,2018-11-15 09:59:57.000,"038.01.001.F01.01F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382813",CLOSE,2018-11-15 20:52:06.000,VENDOR,,
"62877863",WTSCH,2018-11-15 10:00:51.000,2018-11-15 10:00:51.000,"038.10.010.F14.14E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61385720",CLOSE,2018-11-15 20:41:43.000,VENDOR,,
"62877913",WTSCH,2018-11-15 10:02:22.000,2018-11-15 10:02:22.000,"038.01.001.F13.13B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383138",CLOSE,2018-11-15 20:28:27.000,VENDOR,,
"62878134",WTSCH,2018-11-15 10:10:14.000,2018-11-15 10:10:14.000,"038.01.001.F08.08H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383228",CLOSE,2018-11-15 20:37:34.000,VENDOR,,
"62878300",WTSCH,2018-11-15 10:15:25.000,2018-11-15 10:15:25.000,"038.02.002.F14.14B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382125",CLOSE,2018-11-15 20:37:22.000,VENDOR,,
"62878444",WTSCH,2018-11-15 10:18:59.000,2018-11-15 10:18:59.000,"038.07.007.F11.11F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61385541",CLOSE,2018-11-15 20:32:37.000,VENDOR,,
"62878538",WTSCH,2018-11-15 10:22:38.000,2018-11-15 10:22:38.000,"038.10.010.F14.14H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61385910",CLOSE,2018-11-15 20:47:47.000,VENDOR,,
"62878561",WTSCH,2018-11-15 10:23:26.000,2018-11-15 10:23:26.000,"038.02.002.F14.14D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382189",CLOSE,2018-11-15 20:29:22.000,VENDOR,,
"62878647",WTSCH,2018-11-15 10:26:11.000,2018-11-15 10:26:11.000,"038.03.003.F09.09A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386836",CLOSE,2018-11-15 20:50:26.000,VENDOR,,
"62878765",WTSCH,2018-11-15 10:29:32.000,2018-11-15 10:29:32.000,"038.03.003.F13.13B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386483",CLOSE,2018-11-15 20:26:12.000,VENDOR,,
"62878797",WTSCH,2018-11-15 10:30:19.000,2018-11-15 10:30:19.000,"038.01.001.F10.10D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382978",CLOSE,2018-11-15 20:43:02.000,VENDOR,,
"62878829",WTSCH,2018-11-15 10:31:06.000,2018-11-15 10:31:06.000,"038.07.007.F13.13A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61385525",CLOSE,2018-11-15 20:48:07.000,VENDOR,,
"62878967",WTSCH,2018-11-15 10:36:33.000,2018-11-15 10:36:33.000,"038.11.011.F09.09A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61384348",CLOSE,2018-11-15 20:38:13.000,VENDOR,,
"62879006",WTSCH,2018-11-15 10:37:37.000,2018-11-15 10:37:37.000,"038.02.002.F09.09H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382397",CLOSE,2018-11-15 20:51:50.000,VENDOR,,
"62879026",WTSCH,2018-11-15 10:38:12.000,2018-11-15 10:38:12.000,"038.10.010.F07.07B",Generic Vendor Work Plan/ 1287325,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61385976",CLOSE,2018-11-15 20:31:07.000,VENDOR,,
"62879057",WTSCH,2018-11-15 10:38:38.000,2018-11-15 10:38:38.000,"038.10.010.F13.13B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61385813",CLOSE,2018-11-15 20:57:08.000,VENDOR,,
"62879386",WTSCH,2018-11-15 10:47:53.000,2018-11-15 10:47:53.000,"038.08.008.F07.07D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383976",CLOSE,2018-11-15 20:52:13.000,VENDOR,,
"62879595",WTSCH,2018-11-15 10:53:06.000,2018-11-15 10:53:06.000,"038.03.003.F08.08B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386887",CLOSE,2018-11-15 20:51:47.000,VENDOR,,
"62879676",WTSCH,2018-11-15 10:55:36.000,2018-11-15 10:55:36.000,"038.02.002.F13.13F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382437",CLOSE,2018-11-15 20:53:25.000,VENDOR,,
"62879708",WTSCH,2018-11-15 10:56:38.000,2018-11-15 10:56:38.000,"038.02.002.F08.08B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382571",CLOSE,2018-11-15 20:27:01.000,VENDOR,,
"62879760",WTSCH,2018-11-15 10:58:20.000,2018-11-15 10:58:20.000,"038.07.007.F10.10H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61384941",CLOSE,2018-11-15 20:30:17.000,VENDOR,,
"62879854",WTSCH,2018-11-15 11:00:58.000,2018-11-15 11:00:58.000,"038.03.003.F08.08E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61386265",CLOSE,2018-11-15 20:33:14.000,VENDOR,,
"62879903",WTSCH,2018-11-15 11:01:57.000,2018-11-15 11:01:57.000,"038.01.001.F10.10G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383472",CLOSE,2018-11-15 20:23:42.000,VENDOR,,
"62879930",WTSCH,2018-11-15 11:02:44.000,2018-11-15 11:02:44.000,"038.06.006.F08.08G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61381613",CLOSE,2018-11-15 20:45:27.000,VENDOR,,
"62880000",WTSCH,2018-11-15 11:04:58.000,2018-11-15 11:04:58.000,"038.02.002.F13.13H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382675",CLOSE,2018-11-15 20:48:37.000,VENDOR,,
"62880081",WTSCH,2018-11-15 11:07:30.000,2018-11-15 11:07:30.000,"038.02.002.F08.08C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382619",CLOSE,2018-11-15 20:34:15.000,VENDOR,,
"62880155",WTSCH,2018-11-15 11:10:30.000,2018-11-15 11:10:30.000,"038.08.008.F12.12C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384057",CLOSE,2018-11-15 20:26:05.000,VENDOR,,
"59847069",APPR,2018-11-15 11:10:31.000,2018-06-21 12:30:10.000,"038.08.008.F12.12C",amazonas 2121148-1486,PAINT,NEEDSPAINTING,V10001,,APPR,Y,1,COURT,DEV038,"57110421",CLOSE,2018-06-21 12:32:05.000,MAINT,FLOOR,FLOORTILESDML
"62880167",WTSCH,2018-11-15 11:10:37.000,2018-11-15 11:10:37.000,"038.03.003.F05.05F",Generic Vendor Work Plan/ 1327592,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386702",CLOSE,2018-11-15 20:43:51.000,VENDOR,,
"62880211",WTSCH,2018-11-15 11:11:47.000,2018-11-15 11:11:47.000,"038.07.007.F10.10G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61385451",CLOSE,2018-11-15 20:46:37.000,VENDOR,,
"62880237",WTSCH,2018-11-15 11:12:55.000,2018-11-15 11:12:55.000,"038.03.003.F02.02F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61386716",CLOSE,2018-11-15 20:47:31.000,VENDOR,,
"62880261",WTSCH,2018-11-15 11:13:18.000,2018-11-15 11:13:18.000,"038.01.001.F10.10H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383306",CLOSE,2018-11-15 20:47:17.000,VENDOR,,
"62880273",WTSCH,2018-11-15 11:13:31.000,2018-11-15 11:13:31.000,"038.06.006.F12.12D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61381826",CLOSE,2018-11-15 20:49:51.000,VENDOR,,
"62880332",WTSCH,2018-11-15 11:14:48.000,2018-11-15 11:14:48.000,"038.07.007.F04.04F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61385212",CLOSE,2018-11-15 20:52:25.000,VENDOR,,
"62880418",WTSCH,2018-11-15 11:17:18.000,2018-11-15 11:17:18.000,"038.06.006.F08.08H",PAINT - LAW,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,TSDEFO,"61381890",CLOSE,2018-11-15 20:42:50.000,VENDOR,,
"62880497",WTSCH,2018-11-15 11:19:46.000,2018-11-15 11:19:46.000,"038.03.003.F08.08H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386818",CLOSE,2018-11-15 20:32:45.000,VENDOR,,
"62880558",WTSCH,2018-11-15 11:21:23.000,2018-11-15 11:21:23.000,"038.02.002.F03.03C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382715",CLOSE,2018-11-15 20:49:22.000,VENDOR,,
"62880673",WTSCH,2018-11-15 11:24:27.000,2018-11-15 11:24:27.000,"038.03.003.F13.13H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386634",CLOSE,2018-11-15 20:42:33.000,VENDOR,,
"62880728",WTSCH,2018-11-15 11:26:30.000,2018-11-15 11:26:30.000,"038.03.003.F07.07A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386393",CLOSE,2018-11-15 20:24:07.000,VENDOR,,
"62880810",WTSCH,2018-11-15 11:29:24.000,2018-11-15 11:29:24.000,"038.02.002.F08.08H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61382563",CLOSE,2018-11-15 20:56:13.000,VENDOR,,
"62881092",WTSCH,2018-11-15 11:39:22.000,2018-11-15 11:39:22.000,"038.02.002.F03.03H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382174",CLOSE,2018-11-15 20:38:28.000,VENDOR,,
"62881124",WTSCH,2018-11-15 11:40:18.000,2018-11-15 11:40:18.000,"038.08.008.F03.03C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383594",CLOSE,2018-11-15 20:26:27.000,VENDOR,,
"62881135",WTSCH,2018-11-15 11:40:42.000,2018-11-15 11:40:42.000,"038.11.011.F11.11C",Corresponding From MS Ramos,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384337",CLOSE,2018-11-15 20:31:26.000,VENDOR,,
"62881187",WTSCH,2018-11-15 11:42:15.000,2018-11-15 11:42:15.000,"038.01.001.F11.11F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382918",CLOSE,2018-11-15 20:40:42.000,VENDOR,,
"62881206",WTSCH,2018-11-15 11:42:39.000,2018-11-15 11:42:39.000,"038.03.003.F07.07H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386266",CLOSE,2018-11-15 20:44:18.000,VENDOR,,
"62881356",WTSCH,2018-11-15 11:48:31.000,2018-11-15 11:48:31.000,"038.03.003.F12.12G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386290",CLOSE,2018-11-15 20:32:41.000,VENDOR,,
"62881413",WTSCH,2018-11-15 11:50:39.000,2018-11-15 11:50:39.000,"038.06.006.F11.11E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61381719",CLOSE,2018-11-15 20:47:05.000,VENDOR,,
"62881461",WTSCH,2018-11-15 11:51:14.000,2018-11-15 11:51:14.000,"038.01.001.F03.03H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383296",CLOSE,2018-11-15 20:31:34.000,VENDOR,,
"62881686",WTSCH,2018-11-15 11:59:31.000,2018-11-15 11:59:31.000,"038.06.006.F11.11D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382002",CLOSE,2018-11-15 20:34:51.000,VENDOR,,
"62881696",WTSCH,2018-11-15 11:59:48.000,2018-11-15 11:59:48.000,"038.03.003.F12.12F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61386660",CLOSE,2018-11-15 20:42:38.000,VENDOR,,
"62881713",WTSCH,2018-11-15 12:00:04.000,2018-11-15 12:00:04.000,"038.01.001.F11.11H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383423",CLOSE,2018-11-15 20:22:34.000,VENDOR,,
"62881985",WTSCH,2018-11-15 12:10:55.000,2018-11-15 12:10:55.000,"038.02.002.F10.10C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382515",CLOSE,2018-11-15 20:54:44.000,VENDOR,,
"62881991",WTSCH,2018-11-15 12:11:36.000,2018-11-15 12:11:36.000,"038.01.001.F12.12H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383203",CLOSE,2018-11-15 20:55:49.000,VENDOR,,
"62882047",WTSCH,2018-11-15 12:13:52.000,2018-11-15 12:13:52.000,"038.06.006.F11.11C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61381762",CLOSE,2018-11-15 20:48:29.000,VENDOR,,
"62882317",WTSCH,2018-11-15 12:25:17.000,2018-11-15 12:25:17.000,"038.02.002.F11.11E",Amazonas 2121148-1487,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61382523",CLOSE,2018-11-15 20:42:58.000,VENDOR,,
"62882341",WTSCH,2018-11-15 12:26:03.000,2018-11-15 12:26:03.000,"038.06.006.F10.10E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61381629",CLOSE,2018-11-15 20:25:39.000,VENDOR,,
"62882383",WTSCH,2018-11-15 12:27:49.000,2018-11-15 12:27:49.000,"038.01.001.F02.02G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383084",CLOSE,2018-11-15 20:48:11.000,VENDOR,,
"62882636",WTSCH,2018-11-15 12:38:40.000,2018-11-15 12:38:40.000,"038.01.001.F02.02A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383330",CLOSE,2018-11-15 20:40:01.000,VENDOR,,
"62882724",WTSCH,2018-11-15 12:43:08.000,2018-11-15 12:43:08.000,"038.08.008.F08.08B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383921",CLOSE,2018-11-15 20:42:46.000,VENDOR,,
"62882768",WTSCH,2018-11-15 12:44:37.000,2018-11-15 12:44:37.000,"038.02.002.F11.11F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382322",CLOSE,2018-11-15 20:32:05.000,VENDOR,,
"62883138",WTSCH,2018-11-15 13:00:50.000,2018-11-15 13:00:50.000,"038.08.008.F08.08D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383717",CLOSE,2018-11-15 20:46:01.000,VENDOR,,
"62883155",WTSCH,2018-11-15 13:01:24.000,2018-11-15 13:01:24.000,"038.02.002.F06.06E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61382634",CLOSE,2018-11-15 20:28:05.000,VENDOR,,
"62883440",WTSCH,2018-11-15 13:13:06.000,2018-11-15 13:13:06.000,"038.08.008.F02.02C",PAINT - LAW,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,TSDEFO,"61383962",CLOSE,2018-11-15 20:24:42.000,VENDOR,,
"62883524",WTSCH,2018-11-15 13:17:48.000,2018-11-15 13:17:48.000,"038.08.008.F08.08H",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384211",CLOSE,2018-11-15 20:46:52.000,VENDOR,,
"62883559",WTSCH,2018-11-15 13:19:31.000,2018-11-15 13:19:31.000,"038.02.002.F06.06G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61382238",CLOSE,2018-11-15 20:39:49.000,VENDOR,,
"62883740",WTSCH,2018-11-15 13:27:58.000,2018-11-15 13:27:58.000,"038.02.002.F05.05D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382436",CLOSE,2018-11-15 20:33:56.000,VENDOR,,
"62883763",WTSCH,2018-11-15 13:28:40.000,2018-11-15 13:28:40.000,"038.08.008.F09.09A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383555",CLOSE,2018-11-15 20:53:33.000,VENDOR,,
"62883844",WTSCH,2018-11-15 13:32:39.000,2018-11-15 13:32:39.000,"038.08.008.F07.07F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384033",CLOSE,2018-11-15 20:25:20.000,VENDOR,,
"62883904",WTSCH,2018-11-15 13:35:04.000,2018-11-15 13:35:04.000,"038.01.001.F03.03F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61383432",CLOSE,2018-11-15 20:50:37.000,VENDOR,,
"62884295",WTSCH,2018-11-15 13:51:21.000,2018-11-15 13:51:21.000,"038.08.008.F13.13C",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383833",CLOSE,2018-11-15 20:31:22.000,VENDOR,,
"62885019",WTSCH,2018-11-15 14:22:30.000,2018-11-15 14:22:30.000,"038.11.011.F08.08A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"61384644",CLOSE,2018-11-15 20:56:31.000,VENDOR,,
"62885042",WTSCH,2018-11-15 14:23:30.000,2018-11-15 14:23:30.000,"038.11.011.F08.08F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61384550",CLOSE,2018-11-15 20:22:19.000,VENDOR,,
"62885200",WTSCH,2018-11-15 14:29:09.000,2018-11-15 14:29:09.000,"038.01.001.F14.14F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383017",CLOSE,2018-11-15 20:25:53.000,VENDOR,,
"60374197",APPR,2018-11-15 14:29:09.000,2018-07-20 07:02:34.000,"038.01.001.F14.14F",PAINT - VENDOR/1342834,PAINT,NEEDSPAINTING,V10001,,APPR,Y,1,COURT,DEV038,"56800576",CLOSE,2018-07-20 07:03:05.000,PAINTSPV,PAINT,NEEDSPAINTING
"62885485",WTSCH,2018-11-15 14:43:19.000,2018-11-15 14:43:19.000,"038.08.008.F10.10F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61383809",CLOSE,2018-11-15 20:30:52.000,VENDOR,,
"62885563",WTSCH,2018-11-15 14:47:02.000,2018-11-15 14:47:02.000,"038.01.001.F14.14G",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382944",CLOSE,2018-11-15 20:41:23.000,VENDOR,,
"62887636",WTSCH,2018-11-15 16:21:49.000,2018-11-15 16:21:49.000,"038.02.002.F13.13D",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPDEFNOCU6,DEV038,"61382229",CLOSE,2018-11-15 20:48:59.000,VENDOR,,
